"",-9.000,-8.000,-7.000,-6.000,-5.000,-4.000,-3.000,-2.000,-1.000,0.000
54421.0000,NaN,4.0000E+000,4.0000E+000,4.0000E+000,4.0000E+000,4.0000E+000,4.0000E+000,4.0000E+000,4.0000E+000,4.0000E+000
54422.0000,NaN,4.0057E+000,4.0026E+000,4.0020E+000,4.0019E+000,4.0028E+000,4.0058E+000,4.0145E+000,4.0381E+000,0.0000E+000
54423.0000,NaN,4.0106E+000,4.0052E+000,4.0040E+000,4.0040E+000,4.0062E+000,4.0133E+000,4.0335E+000,4.0247E+000,0.0000E+000
54424.0000,NaN,4.0152E+000,4.0078E+000,4.0060E+000,4.0061E+000,4.0084E+000,3.7912E+000,3.1378E+000,3.0937E+000,0.0000E+000
54425.0000,NaN,4.0195E+000,4.0103E+000,3.9974E+000,3.8835E+000,3.4884E+000,3.4615E+000,3.4602E+000,3.1557E+000,4.4409E-016
54426.0000,NaN,3.8959E+000,3.7542E+000,3.6444E+000,3.6433E+000,3.6424E+000,3.5090E+000,3.4584E+000,3.1290E+000,0.0000E+000
54427.0000,NaN,3.6828E+000,3.6828E+000,3.6566E+000,3.6450E+000,3.6414E+000,3.5176E+000,3.4609E+000,3.0934E+000,0.0000E+000
54428.0000,NaN,3.6881E+000,3.6850E+000,3.6597E+000,3.6466E+000,3.6418E+000,3.5247E+000,3.4640E+000,3.0579E+000,0.0000E+000
54429.0000,NaN,3.6930E+000,3.6873E+000,3.6620E+000,3.6482E+000,3.6420E+000,3.5310E+000,3.4657E+000,3.0196E+000,0.0000E+000
54430.0000,NaN,3.6976E+000,3.6895E+000,3.6642E+000,3.6498E+000,3.6419E+000,3.5372E+000,3.4660E+000,2.9811E+000,0.0000E+000
54431.0000,NaN,3.7020E+000,3.6917E+000,3.6662E+000,3.6514E+000,3.6413E+000,3.5429E+000,3.4638E+000,2.9407E+000,0.0000E+000
54432.0000,NaN,3.7061E+000,3.6938E+000,3.6681E+000,3.6528E+000,3.6400E+000,3.5480E+000,3.4574E+000,2.8962E+000,0.0000E+000
54433.0000,NaN,3.7100E+000,3.6958E+000,3.6700E+000,3.6543E+000,3.6382E+000,3.5530E+000,3.4485E+000,2.8533E+000,0.0000E+000
54434.0000,NaN,3.7138E+000,3.6977E+000,3.6718E+000,3.6557E+000,3.6361E+000,3.5581E+000,3.4373E+000,2.8138E+000,0.0000E+000
54435.0000,NaN,3.7174E+000,3.6995E+000,3.6736E+000,3.6571E+000,3.6335E+000,3.5632E+000,3.4246E+000,2.7815E+000,0.0000E+000
54436.0000,NaN,3.7208E+000,3.7011E+000,3.6754E+000,3.6584E+000,3.6297E+000,3.5669E+000,3.4078E+000,2.7508E+000,0.0000E+000
54437.0000,NaN,3.7239E+000,3.7024E+000,3.6772E+000,3.6595E+000,3.6243E+000,3.5684E+000,3.3882E+000,2.7269E+000,2.2204E-016
54438.0000,NaN,3.7267E+000,3.7034E+000,3.6787E+000,3.6603E+000,3.6166E+000,3.5658E+000,3.3668E+000,2.7119E+000,0.0000E+000
54439.0000,NaN,3.7290E+000,3.7039E+000,3.6798E+000,3.6602E+000,3.6056E+000,3.5575E+000,3.3485E+000,2.7119E+000,0.0000E+000
54440.0000,NaN,3.7305E+000,3.7038E+000,3.6794E+000,3.6571E+000,3.5883E+000,3.5393E+000,3.3304E+000,2.7129E+000,2.2204E-016
54441.0000,NaN,3.7305E+000,3.7021E+000,3.6750E+000,3.6462E+000,3.5625E+000,3.5113E+000,3.3166E+000,2.7218E+000,0.0000E+000
54442.0000,NaN,3.7279E+000,3.6948E+000,3.6574E+000,3.6192E+000,3.5292E+000,3.4782E+000,3.3096E+000,2.7458E+000,0.0000E+000
54443.0000,NaN,3.7158E+000,3.6675E+000,3.6117E+000,3.5711E+000,3.4918E+000,3.4446E+000,3.3036E+000,2.7743E+000,-2.2204E-016
54444.0000,NaN,3.6651E+000,3.6026E+000,3.5449E+000,3.5119E+000,3.4526E+000,3.4132E+000,3.2991E+000,2.8105E+000,0.0000E+000
54445.0000,NaN,3.5548E+000,3.5191E+000,3.4859E+000,3.4611E+000,3.4168E+000,3.3843E+000,3.2958E+000,2.8534E+000,-2.2204E-016
54446.0000,NaN,3.4553E+000,3.4476E+000,3.4378E+000,3.4228E+000,3.3887E+000,3.3598E+000,3.2862E+000,2.8783E+000,-2.2204E-016
54447.0000,NaN,3.3890E+000,3.3879E+000,3.3861E+000,3.3817E+000,3.3642E+000,3.3421E+000,3.2772E+000,2.8877E+000,0.0000E+000
54448.0000,NaN,3.3306E+000,3.3303E+000,3.3296E+000,3.3285E+000,3.3248E+000,3.3175E+000,3.2799E+000,2.9164E+000,2.2204E-016
54449.0000,NaN,3.2721E+000,3.2720E+000,3.2717E+000,3.2710E+000,3.2696E+000,3.2669E+000,3.2578E+000,2.9809E+000,0.0000E+000
54450.0000,NaN,3.2138E+000,3.2137E+000,3.2132E+000,3.2122E+000,3.2108E+000,3.2083E+000,3.2009E+000,2.9938E+000,0.0000E+000
54451.0000,NaN,3.1451E+000,3.1449E+000,3.1441E+000,3.1424E+000,3.1391E+000,3.1340E+000,3.1254E+000,2.9695E+000,0.0000E+000
54452.0000,NaN,3.0939E+000,3.0936E+000,3.0929E+000,3.0916E+000,3.0894E+000,3.0853E+000,3.0754E+000,2.9798E+000,0.0000E+000
54453.0000,NaN,3.0575E+000,3.0573E+000,3.0568E+000,3.0556E+000,3.0536E+000,3.0503E+000,3.0442E+000,2.9360E+000,0.0000E+000
54454.0000,NaN,3.0213E+000,3.0212E+000,3.0207E+000,3.0197E+000,3.0181E+000,3.0148E+000,3.0045E+000,2.9396E+000,0.0000E+000
54455.0000,NaN,2.9943E+000,2.9942E+000,2.9938E+000,2.9931E+000,2.9918E+000,2.9898E+000,2.9864E+000,2.8990E+000,0.0000E+000
54456.0000,NaN,2.9749E+000,2.9748E+000,2.9745E+000,2.9740E+000,2.9732E+000,2.9714E+000,2.9573E+000,2.8882E+000,0.0000E+000
54457.0000,NaN,2.9516E+000,2.9515E+000,2.9512E+000,2.9504E+000,2.9491E+000,2.9470E+000,2.9437E+000,2.8261E+000,0.0000E+000
54458.0000,NaN,2.9414E+000,2.9414E+000,2.9412E+000,2.9409E+000,2.9404E+000,2.9395E+000,2.9283E+000,2.8527E+000,0.0000E+000
54459.0000,NaN,2.9317E+000,2.9316E+000,2.9314E+000,2.9311E+000,2.9303E+000,2.9286E+000,2.9260E+000,2.8013E+000,0.0000E+000
54460.0000,NaN,2.9233E+000,2.9232E+000,2.9231E+000,2.9228E+000,2.9223E+000,2.9216E+000,2.9141E+000,2.8221E+000,0.0000E+000
54461.0000,NaN,2.9214E+000,2.9214E+000,2.9213E+000,2.9211E+000,2.9209E+000,2.9202E+000,2.9188E+000,2.7524E+000,0.0000E+000
54462.0000,NaN,2.9260E+000,2.9260E+000,2.9260E+000,2.9261E+000,2.9262E+000,2.9264E+000,2.9264E+000,2.7439E+000,0.0000E+000
54463.0000,NaN,2.9302E+000,2.9302E+000,2.9303E+000,2.9303E+000,2.9305E+000,2.9307E+000,2.9303E+000,2.7124E+000,0.0000E+000
54464.0000,NaN,2.9296E+000,2.9296E+000,2.9295E+000,2.9294E+000,2.9293E+000,2.9290E+000,2.9276E+000,2.7202E+000,0.0000E+000
54465.0000,NaN,2.9187E+000,2.9186E+000,2.9184E+000,2.9179E+000,2.9172E+000,2.9158E+000,2.9124E+000,2.7235E+000,0.0000E+000
54466.0000,NaN,2.8991E+000,2.8989E+000,2.8985E+000,2.8978E+000,2.8965E+000,2.8943E+000,2.8888E+000,2.7247E+000,0.0000E+000
54467.0000,NaN,2.8770E+000,2.8768E+000,2.8764E+000,2.8755E+000,2.8740E+000,2.8711E+000,2.8631E+000,2.7090E+000,0.0000E+000
54468.0000,NaN,2.8577E+000,2.8576E+000,2.8572E+000,2.8564E+000,2.8550E+000,2.8523E+000,2.8438E+000,2.7067E+000,0.0000E+000
54469.0000,NaN,2.8412E+000,2.8411E+000,2.8407E+000,2.8400E+000,2.8386E+000,2.8354E+000,2.8251E+000,2.6881E+000,0.0000E+000
54470.0000,NaN,2.8262E+000,2.8261E+000,2.8257E+000,2.8251E+000,2.8239E+000,2.8216E+000,2.8126E+000,2.6861E+000,0.0000E+000
54471.0000,NaN,2.8108E+000,2.8107E+000,2.8104E+000,2.8096E+000,2.8083E+000,2.8047E+000,2.7911E+000,2.6533E+000,0.0000E+000
54472.0000,NaN,2.8020E+000,2.8020E+000,2.8017E+000,2.8013E+000,2.8005E+000,2.7991E+000,2.7903E+000,2.6685E+000,0.0000E+000
54473.0000,NaN,2.7988E+000,2.7987E+000,2.7986E+000,2.7984E+000,2.7980E+000,2.7960E+000,2.7741E+000,2.6389E+000,0.0000E+000
54474.0000,NaN,2.7948E+000,2.7947E+000,2.7946E+000,2.7943E+000,2.7937E+000,2.7926E+000,2.7823E+000,2.6455E+000,0.0000E+000
54475.0000,NaN,2.7957E+000,2.7957E+000,2.7957E+000,2.7956E+000,2.7956E+000,2.7952E+000,2.7799E+000,2.6321E+000,0.0000E+000
54476.0000,NaN,2.7947E+000,2.7946E+000,2.7946E+000,2.7944E+000,2.7940E+000,2.7932E+000,2.7835E+000,2.6247E+000,0.0000E+000
54477.0000,NaN,2.7902E+000,2.7901E+000,2.7899E+000,2.7896E+000,2.7892E+000,2.7884E+000,2.7709E+000,2.5709E+000,0.0000E+000
54478.0000,NaN,2.7859E+000,2.7858E+000,2.7856E+000,2.7853E+000,2.7847E+000,2.7835E+000,2.7719E+000,2.5616E+000,0.0000E+000
54479.0000,NaN,2.7842E+000,2.7841E+000,2.7840E+000,2.7839E+000,2.7836E+000,2.7829E+000,2.7582E+000,2.5287E+000,0.0000E+000
54480.0000,NaN,2.7822E+000,2.7822E+000,2.7821E+000,2.7818E+000,2.7814E+000,2.7801E+000,2.7677E+000,2.5410E+000,0.0000E+000
54481.0000,NaN,2.7844E+000,2.7843E+000,2.7843E+000,2.7843E+000,2.7843E+000,2.7843E+000,2.7618E+000,2.5396E+000,0.0000E+000
54482.0000,NaN,2.7858E+000,2.7858E+000,2.7857E+000,2.7857E+000,2.7856E+000,2.7849E+000,2.7703E+000,2.5557E+000,0.0000E+000
54483.0000,NaN,2.7863E+000,2.7863E+000,2.7862E+000,2.7862E+000,2.7860E+000,2.7857E+000,2.7752E+000,2.5586E+000,0.0000E+000
54484.0000,NaN,2.7835E+000,2.7834E+000,2.7833E+000,2.7831E+000,2.7826E+000,2.7815E+000,2.7717E+000,2.5659E+000,0.0000E+000
54485.0000,NaN,2.7817E+000,2.7817E+000,2.7815E+000,2.7813E+000,2.7810E+000,2.7804E+000,2.7730E+000,2.5817E+000,0.0000E+000
54486.0000,NaN,2.7817E+000,2.7817E+000,2.7816E+000,2.7815E+000,2.7813E+000,2.7806E+000,2.7743E+000,2.5966E+000,0.0000E+000
54487.0000,NaN,2.7831E+000,2.7830E+000,2.7830E+000,2.7830E+000,2.7829E+000,2.7827E+000,2.7781E+000,2.6026E+000,0.0000E+000
54488.0000,NaN,2.7851E+000,2.7851E+000,2.7850E+000,2.7850E+000,2.7850E+000,2.7848E+000,2.7811E+000,2.6137E+000,0.0000E+000
54489.0000,NaN,2.7881E+000,2.7881E+000,2.7881E+000,2.7882E+000,2.7883E+000,2.7883E+000,2.7861E+000,2.6183E+000,0.0000E+000
54490.0000,NaN,2.7914E+000,2.7914E+000,2.7914E+000,2.7915E+000,2.7916E+000,2.7916E+000,2.7893E+000,2.6280E+000,0.0000E+000
54491.0000,NaN,2.7941E+000,2.7941E+000,2.7941E+000,2.7942E+000,2.7942E+000,2.7942E+000,2.7926E+000,2.6229E+000,0.0000E+000
54492.0000,NaN,2.7992E+000,2.7992E+000,2.7992E+000,2.7994E+000,2.7996E+000,2.7999E+000,2.7988E+000,2.6397E+000,0.0000E+000
54493.0000,NaN,2.8053E+000,2.8054E+000,2.8055E+000,2.8057E+000,2.8061E+000,2.8067E+000,2.8074E+000,2.6363E+000,0.0000E+000
54494.0000,NaN,2.8133E+000,2.8133E+000,2.8135E+000,2.8138E+000,2.8143E+000,2.8149E+000,2.8155E+000,2.6536E+000,0.0000E+000
54495.0000,NaN,2.8212E+000,2.8212E+000,2.8214E+000,2.8217E+000,2.8222E+000,2.8227E+000,2.8230E+000,2.6424E+000,0.0000E+000
54496.0000,NaN,2.8271E+000,2.8271E+000,2.8272E+000,2.8274E+000,2.8277E+000,2.8280E+000,2.8281E+000,2.6492E+000,0.0000E+000
54497.0000,NaN,2.8321E+000,2.8321E+000,2.8321E+000,2.8323E+000,2.8326E+000,2.8330E+000,2.8331E+000,2.6293E+000,-2.2204E-016
54498.0000,NaN,2.8358E+000,2.8358E+000,2.8359E+000,2.8360E+000,2.8362E+000,2.8364E+000,2.8364E+000,2.6153E+000,0.0000E+000
54499.0000,NaN,2.8418E+000,2.8418E+000,2.8419E+000,2.8421E+000,2.8425E+000,2.8429E+000,2.8429E+000,2.6093E+000,-2.2204E-016
54500.0000,NaN,2.8633E+000,2.8635E+000,2.8641E+000,2.8654E+000,2.8675E+000,2.8706E+000,2.8742E+000,2.7057E+000,0.0000E+000
54501.0000,NaN,2.8788E+000,2.8789E+000,2.8793E+000,2.8801E+000,2.8813E+000,2.8827E+000,2.8855E+000,2.7086E+000,0.0000E+000
54502.0000,NaN,2.8912E+000,2.8913E+000,2.8916E+000,2.8921E+000,2.8923E+000,2.8925E+000,2.8926E+000,2.7158E+000,0.0000E+000
54503.0000,NaN,2.8972E+000,2.8972E+000,2.8973E+000,2.8975E+000,2.8976E+000,2.8976E+000,2.8976E+000,2.7290E+000,0.0000E+000
54504.0000,NaN,2.9015E+000,2.9015E+000,2.9015E+000,2.9017E+000,2.9032E+000,2.9088E+000,2.9165E+000,2.7488E+000,0.0000E+000
54505.0000,NaN,2.9049E+000,2.9049E+000,2.9049E+000,2.9050E+000,2.9063E+000,2.9164E+000,2.9343E+000,2.7358E+000,0.0000E+000
54506.0000,NaN,2.9096E+000,2.9096E+000,2.9097E+000,2.9100E+000,2.9112E+000,2.9252E+000,2.9574E+000,2.7422E+000,0.0000E+000
54507.0000,NaN,2.9179E+000,2.9180E+000,2.9183E+000,2.9189E+000,2.9207E+000,2.9323E+000,2.9771E+000,2.7446E+000,0.0000E+000
54508.0000,NaN,2.9412E+000,2.9414E+000,2.9423E+000,2.9439E+000,2.9472E+000,2.9545E+000,2.9706E+000,2.7412E+000,0.0000E+000
54509.0000,NaN,2.9673E+000,2.9675E+000,2.9682E+000,2.9692E+000,2.9702E+000,2.9718E+000,2.9732E+000,2.7315E+000,0.0000E+000
54510.0000,NaN,2.9657E+000,2.9656E+000,2.9655E+000,2.9654E+000,2.9653E+000,2.9652E+000,2.9650E+000,2.7104E+000,0.0000E+000
